58559	Dark Knight, The (2008)	2008	4.220129171151776
79132	Inception (2010)	2010	4.156172003137702
92259	Intouchables (2011)	2011	4.132395909422937
66934	Dr. Horrible's Sing-Along Blog (2008)	2008	4.068371943371943
71033	Secret in Their Eyes, The (El secreto de sus ojos) (2009)	2009	4.0465994962216625
60069	WALL·E (2008)	2008	4.038929040735874
68954	Up (2009)	2009	4.038266407599309
99114	Django Unchained (2012)	2012	4.0378927911275415
109487	Interstellar (2014)	2014	4.023864289821737
81845	King's Speech, The (2010)	2010	4.022206430982412
68237	Moon (2009)	2009	4.021060201356072
68157	Inglourious Basterds (2009)	2009	4.019635863237006
78499	Toy Story 3 (2010)	2010	4.012973533990659
61240	Let the Right One In (Låt den rätte komma in) (2008)	2008	4.010526315789473
80906	Inside Job (2010)	2010	4.005541346973572
76093	How to Train Your Dragon (2010)	2010	4.000420079815165
91529	Dark Knight Rises, The (2012)	2012	4.00020964360587
71899	Mary and Max (2009)	2009	3.995127436281859
55820	No Country for Old Men (2007)	2007	3.994389149102264
109374	Grand Budapest Hotel, The (2014)	2014	3.992152466367713
64614	Gran Torino (2008)	2008	3.979307101426556
94959	Moonrise Kingdom (2012)	2012	3.9792387543252596
65514	Ip Man (2008)	2008	3.9734473447344736
54286	Bourne Ultimatum, The (2007)	2007	3.973096869790702
55442	Persepolis (2007)	2007	3.971987550022232
55247	Into the Wild (2007)	2007	3.965520728008089
68358	Star Trek (2009)	2009	3.9644343302990896
58303	Counterfeiters, The (Die Fälscher) (2007)	2007	3.9597156398104265
77455	Exit Through the Gift Shop (2010)	2010	3.9594594594594597
73344	Prophet, A (Un Prophète) (2009)	2009	3.952912621359223
88125	Harry Potter and the Deathly Hallows: Part 2 (2011)	2011	3.9506653276424806
63082	Slumdog Millionaire (2008)	2008	3.950477845351868
89745	Avengers, The (2012)	2012	3.9494857834240773
56782	There Will Be Blood (2007)	2007	3.94563347983948
112556	Gone Girl (2014)	2014	3.9364435429344153
55908	Man from Earth, The (2007)	2007	3.9343232438606512
55814	Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)	2007	3.934090909090909
61236	Waltz with Bashir (Vals im Bashir) (2008)	2008	3.9284304047384007
88810	Help, The (2011)	2011	3.9166666666666665
59315	Iron Man (2008)	2008	3.913052578700603
67255	Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)	2009	3.9115778326861985
96821	Perks of Being a Wallflower, The (2012)	2012	3.9102836879432625
74458	Shutter Island (2010)	2010	3.904468802698145
106920	Her (2013)	2013	3.9019444444444447
97304	Argo (2012)	2012	3.901742301458671
105844	12 Years a Slave (2013)	2013	3.8971563981042654
106100	Dallas Buyers Club (2013)	2013	3.896078431372549
57669	In Bruges (2008)	2008	3.8918836452400325
50872	Ratatouille (2007)	2007	3.883866162484244
60766	Man on Wire (2008)	2008	3.8818615751789975
81834	Harry Potter and the Deathly Hallows: Part 1 (2010)	2010	3.879119464469619
81591	Black Swan (2010)	2010	3.8780026480045393
64839	Wrestler, The (2008)	2008	3.877617148554337
81932	Fighter, The (2010)	2010	3.8769621421975993
89492	Moneyball (2011)	2011	3.8763097949886105
70286	District 9 (2009)	2009	3.872480716596168
79357	Mr. Nobody (2009)	2009	3.872113676731794
63876	Milk (2008)	2008	3.8710363495746325
91658	Girl with the Dragon Tattoo, The (2011)	2011	3.8705658783783785
82459	True Grit (2010)	2010	3.870088901634643
51255	Hot Fuzz (2007)	2007	3.866105235670453
72641	Blind Side, The  (2009)	2009	3.8657560056523788
72226	Fantastic Mr. Fox (2009)	2009	3.862850971922246
89864	50/50 (2011)	2011	3.8558174523570714
112852	Guardians of the Galaxy (2014)	2014	3.854807223035627
64034	Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)	2008	3.8546626984126986
54259	Stardust (2007)	2007	3.8517441860465116
97921	Silver Linings Playbook (2012)	2012	3.8513261982317357
56367	Juno (2007)	2007	3.851002999625047
71535	Zombieland (2009)	2009	3.849880272610057
59369	Taken (2008)	2008	3.845317895592119
88129	Drive (2011)	2011	3.8449931412894376
111759	Edge of Tomorrow (2014)	2014	3.8436374549819927
80463	Social Network, The (2010)	2010	3.843275075987842
81847	Tangled (2010)	2010	3.8412633305988515
105504	Captain Phillips (2013)	2013	3.8404825737265416
55118	Eastern Promises (2007)	2007	3.832196029776675
87232	X-Men: First Class (2011)	2011	3.8304785209352907
64620	Frost/Nixon (2008)	2008	3.8275862068965516
55765	American Gangster (2007)	2007	3.82542037586548
55290	Gone Baby Gone (2007)	2007	3.824103656372027
111362	X-Men: Days of Future Past (2014)	2014	3.823663624511082
54881	King of Kong, The (2007)	2007	3.823627844712182
97913	Wreck-It Ralph (2012)	2012	3.8212121212121213
65261	Ponyo (Gake no ue no Ponyo) (2008)	2008	3.820983379501385
86882	Midnight in Paris (2011)	2011	3.817353579175705
89904	Artist, The (2011)	2011	3.8168316831683167
69844	Harry Potter and the Half-Blood Prince (2009)	2009	3.8153121319199057
102445	Star Trek Into Darkness (2013)	2013	3.8143074581430745
79091	Despicable Me (2010)	2010	3.8071993969091595
69757	(500) Days of Summer (2009)	2009	3.8042309693081324
84152	Limitless (2011)	2011	3.802986906710311
96079	Skyfall (2012)	2012	3.8017938797045376
79702	Scott Pilgrim vs. the World (2010)	2010	3.799382716049383
69481	Hurt Locker, The (2008)	2008	3.7979823455233293
98809	Hobbit: An Unexpected Journey, The (2012)	2012	3.7938838977194194
91542	Sherlock Holmes: A Game of Shadows (2011)	2011	3.7937473772555603
97938	Life of Pi (2012)	2012	3.791822554783538
88163	Crazy, Stupid, Love. (2011)	2011	3.7907838983050848
106782	Wolf of Wall Street, The (2013)	2013	3.790743476120138
64622	Reader, The (2008)	2008	3.78741935483871
73017	Sherlock Holmes (2009)	2009	3.787046722454672
54503	Superbad (2007)	2007	3.786206896551724
66097	Coraline (2009)	2009	3.7834561080417433
80489	Town, The (2010)	2010	3.7793786582620443
53894	Sicko (2007)	2007	3.7776649746192894
72998	Avatar (2009)	2009	3.7765815646467753
54997	3:10 to Yuma (2007)	2007	3.7736507936507935
56339	Orphanage, The (Orfanato, El) (2007)	2007	3.7717195925704012
96610	Looper (2012)	2012	3.770402802101576
56251	Futurama: Bender's Big Score (2007)	2007	3.768448795180723
76251	Kick-Ass (2010)	2010	3.7630917469627145
98961	Zero Dark Thirty (2012)	2012	3.7625318606627016
69122	Hangover, The (2009)	2009	3.7611024033437825
72011	Up in the Air (2009)	2009	3.7594444444444446
78574	Winter's Bone (2010)	2010	3.758974358974359
57274	[REC] (2007)	2007	3.758325404376784
55276	Michael Clayton (2007)	2007	3.7564758009543286
55280	Lars and the Real Girl (2007)	2007	3.7543103448275863
85414	Source Code (2011)	2011	3.7522228808535862
104841	Gravity (2013)	2013	3.750909090909091
108932	The Lego Movie (2014)	2014	3.7506350550381033
54001	Harry Potter and the Order of the Phoenix (2007)	2007	3.747528071057483
71579	Education, An (2009)	2009	3.7453789279112755
63062	Changeling (2008)	2008	3.7445593035908598
64575	Doubt (2008)	2008	3.742599742599743
55052	Atonement (2007)	2007	3.740987124463519
81562	127 Hours (2010)	2010	3.740985576923077
98154	Lincoln (2012)	2012	3.74072265625
55269	Darjeeling Limited, The (2007)	2007	3.736975642760487
106489	Hobbit: The Desolation of Smaug, The (2013)	2013	3.7319148936170214
60684	Watchmen (2009)	2009	3.725393340651299
106487	Hunger Games: Catching Fire, The (2013)	2013	3.722103577148959
84392	Lincoln Lawyer, The (2011)	2011	3.718781218781219
68073	Boat That Rocked, The (a.k.a. Pirate Radio) (2009)	2009	3.7183962264150945
52281	Grindhouse (2007)	2007	3.7153908794788273
64716	Seven Pounds (2008)	2008	3.7144381223328593
81564	Megamind (2010)	2010	3.713928794503435
59784	Kung Fu Panda (2008)	2008	3.7128469113697404
110102	Captain America: The Winter Soldier (2014)	2014	3.710943695479778
62849	RocknRolla (2008)	2008	3.71090387374462
106696	Frozen (2013)	2013	3.7061855670103094
91500	Hunger Games, The (2012)	2012	3.7
53956	Death at a Funeral (2007)	2007	3.7
52604	Fracture (2007)	2007	3.6990712074303405
56788	Charlie Wilson's War (2007)	2007	3.68900675024108
53129	Mr. Brooks (2007)	2007	3.687087307410125
58998	Forgetting Sarah Marshall (2008)	2008	3.6859504132231407
102125	Iron Man 3 (2013)	2013	3.675886143931257
51540	Zodiac (2007)	2007	3.6754543127719477
93840	Cabin in the Woods, The (2012)	2012	3.672737620944792
51662	300 (2007)	2007	3.672342000555196
60950	Vicky Cristina Barcelona (2008)	2008	3.672162162162162
106916	American Hustle (2013)	2013	3.670558798999166
54190	Across the Universe (2007)	2007	3.6701244813278007
90866	Hugo (2011)	2011	3.6666666666666665
91077	Descendants, The (2011)	2011	3.6661676646706587
74545	Ghost Writer, The (2010)	2010	3.661900756938604
97752	Cloud Atlas (2012)	2012	3.6593121349772875
60161	Futurama: The Beast with a Billion Backs (2008)	2008	3.658753709198813
80549	Easy A (2010)	2010	3.6578478002378123
67087	I Love You, Man (2009)	2009	3.6548025353486104
88744	Rise of the Planet of the Apes (2011)	2011	3.650735294117647
64957	Curious Case of Benjamin Button, The (2008)	2008	3.650011407711613
55363	Assassination of Jesse James by the Coward Robert Ford, The (2007)	2007	3.641449275362319
91630	Mission: Impossible - Ghost Protocol (2011)	2011	3.6319226750261233
63131	Role Models (2008)	2008	3.6264248704663213
58295	Bank Job, The (2008)	2008	3.626365054602184
54995	Planet Terror (2007)	2007	3.625984251968504
81229	Red (2010)	2010	3.6243622448979593
93510	21 Jump Street (2012)	2012	3.6172496025437204
63072	Road, The (2009)	2009	3.6130041724617525
77561	Iron Man 2 (2010)	2010	3.6094942748091605
52328	Sunshine (2007)	2007	3.6092820309401032
51935	Shooter (2007)	2007	3.6029626032054396
51080	Breach (2007)	2007	3.6010342084327767
62374	Body of Lies (2008)	2008	3.5969721767594107
56152	Enchanted (2007)	2007	3.593867924528302
54736	Kingdom, The (2007)	2007	3.591254752851711
58047	Definitely, Maybe (2008)	2008	3.5884406516679594
52973	Knocked Up (2007)	2007	3.5872104533755693
95167	Brave (2012)	2012	3.5866013071895426
56757	Sweeney Todd: The Demon Barber of Fleet Street (2007)	2007	3.5851663846587702
70293	Julie & Julia (2009)	2009	3.5823308270676693
84954	Adjustment Bureau, The (2011)	2011	3.5806545879602574
56587	Bucket List, The (2007)	2007	3.578088578088578
71464	Serious Man, A (2009)	2009	3.575686274509804
90746	Adventures of Tintin, The (2011)	2011	3.5715547703180213
95510	Amazing Spider-Man, The (2012)	2012	3.565308254963427
61323	Burn After Reading (2008)	2008	3.5613275613275612
88140	Captain America: The First Avenger (2011)	2011	3.5536100302637266
61024	Pineapple Express (2008)	2008	3.5400622325943214
65130	Revolutionary Road (2008)	2008	3.5349514563106794
63859	Bolt (2008)	2008	3.5301568154402894
86833	Bridesmaids (2011)	2011	3.5277185501066097
87306	Super 8 (2011)	2011	3.5274174528301887
69406	Proposal, The (2009)	2009	3.5163755458515285
86332	Thor (2011)	2011	3.5063953488372093
84944	Rango (2011)	2011	3.5062919463087248
101864	Oblivion (2013)	2013	3.5050738007380073